PMT position table for custom PMT placement.
Meaning of each column is:
==================================================================================================
Type is used to specify which PMT to be placed:     1 = PMT1 (nominal),
                                                    2 = PMT2 in hybrid configuration,
                                                    3 = Ex-situ mPMT in WCTE,
                                                    4 = Ib-situ mPMT in WCTE (not yet implemented)
==================================================================================================
mPMTId: custom ID to override the default numbering scheme
==================================================================================================
Section is: 0 = barrel, 
            1 = top cap, 
            2 = top border ring, 
            3 = bottom cap, 
            4 = bottom border ring
==================================================================================================
X, Y, Z: PMT positions in mm. Exact values to be tuned to detector geometry at runtime
==================================================================================================
DirX, DirY, DirZ: PMT direction, just for reference
==================================================================================================
Rotation: azimuthal rotation of the PMT module
==================================================================================================
Use: enable placement (1) or not (0)
==================================================================================================


==================================================================================================
Type mPMTId Section  X(mm)  Y(mm)   Z(mm)          DirX       DirY       DirZ   Rotation(deg)  Use
3 23 0 -1128.731927391 1128.731927391 290.000000000 0.707106781 -0.707106781 0.000000000 -90 1
3 24 0 -1474.759333603 610.865317215 290.000000000 0.923879533 -0.382683432 0.000000000 -90 1
3 25 0 -1596.268000000 0.000000000 290.000000000 1.000000000 -0.000000000 0.000000000 -90 1
3 26 0 -1474.759333603 -610.865317215 290.000000000 0.923879533 0.382683432 0.000000000 -90 1
3 27 0 -1128.731927391 -1128.731927391 290.000000000 0.707106781 0.707106781 0.000000000 -90 1
3 28 0 -610.865317215 -1474.759333603 290.000000000 0.382683432 0.923879533 0.000000000 -90 1
3 29 0 -0.000000000 -1596.268000000 290.000000000 0.000000000 1.000000000 -0.000000000 -90 1
3 30 0 610.865317215 -1474.759333603 290.000000000 -0.382683432 0.923879533 0.000000000 -90 1
3 31 0 1128.731927391 -1128.731927391 290.000000000 -0.707106781 0.707106781 0.000000000 -90 1
3 32 0 1474.759333603 -610.865317215 290.000000000 -0.923879533 0.382683432 0.000000000 -90 1
3 49 1 -1160.000000000 -580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 50 1 -1160.000000000 0.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 51 1 -1160.000000000 580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 52 1 -580.000000000 -1160.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 53 1 -580.000000000 -580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 54 1 -580.000000000 0.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 55 1 -580.000000000 580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 56 1 -580.000000000 1160.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 57 1 -0.000000000 -1160.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 58 1 -0.000000000 -580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 59 1 -0.000000000 0.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 60 1 -0.000000000 580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 61 1 -0.000000000 1160.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 62 1 580.000000000 -1160.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 63 1 580.000000000 -580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 64 1 580.000000000 0.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 65 1 580.000000000 580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 66 1 580.000000000 1160.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 67 1 1160.000000000 -580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 68 1 1160.000000000 0.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 69 1 1160.000000000 580.000000000 1415.422500000 -0.000000000 -0.000000000 -1.000000000 -90 1
3 33 2 1596.268000000 0.000000000 870.000000000 -1.000000000 0.000000000 0.000000000 -90 1
3 34 2 1474.759333603 610.865317215 870.000000000 -0.923879533 -0.382683432 0.000000000 -90 1
3 35 2 1128.731927391 1128.731927391 870.000000000 -0.707106781 -0.707106781 0.000000000 -90 1
3 36 2 610.865317215 1474.759333603 870.000000000 -0.382683432 -0.923879533 0.000000000 -90 1
3 37 2 0.000000000 1596.268000000 870.000000000 -0.000000000 -1.000000000 0.000000000 -90 1
3 38 2 -610.865317215 1474.759333603 870.000000000 0.382683432 -0.923879533 0.000000000 -90 1
3 39 2 -1128.731927391 1128.731927391 870.000000000 0.707106781 -0.707106781 0.000000000 -90 1
3 40 2 -1474.759333603 610.865317215 870.000000000 0.923879533 -0.382683432 0.000000000 -90 1
3 41 2 -1596.268000000 0.000000000 870.000000000 1.000000000 -0.000000000 0.000000000 -90 1
3 42 2 -1474.759333603 -610.865317215 870.000000000 0.923879533 0.382683432 0.000000000 -90 1
3 43 2 -1128.731927391 -1128.731927391 870.000000000 0.707106781 0.707106781 0.000000000 -90 1
3 44 2 -610.865317215 -1474.759333603 870.000000000 0.382683432 0.923879533 0.000000000 -90 1
3 45 2 -0.000000000 -1596.268000000 870.000000000 0.000000000 1.000000000 -0.000000000 -90 1
3 46 2 610.865317215 -1474.759333603 870.000000000 -0.382683432 0.923879533 0.000000000 -90 1
3 47 2 1128.731927391 -1128.731927391 870.000000000 -0.707106781 0.707106781 0.000000000 -90 1
3 48 2 1474.759333603 -610.865317215 870.000000000 -0.923879533 0.382683432 0.000000000 -90 1
3 86 3 -1160.000000000 -580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 87 3 -1160.000000000 -0.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 88 3 -1160.000000000 580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 89 3 -580.000000000 -1160.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 90 3 -580.000000000 -580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 0
3 91 3 -580.000000000 -0.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 92 3 -580.000000000 580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 93 3 -580.000000000 1160.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 94 3 0.000000000 -1160.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 95 3 0.000000000 -580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 96 3 0.000000000 -0.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 0
3 97 3 0.000000000 580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 98 3 0.000000000 1160.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 99 3 580.000000000 -1160.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 100 3 580.000000000 -580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 101 3 580.000000000 -0.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 102 3 580.000000000 580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 103 3 580.000000000 1160.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 104 3 1160.000000000 -580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 105 3 1160.000000000 -0.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 106 3 1160.000000000 580.000000000 -1415.422500000 0.000000000 0.000000000 1.000000000 -90 1
3 70 4 1596.268000000 -0.000000000 -870.000000000 -1.000000000 0.000000000 0.000000000 -90 1
3 71 4 1474.759333603 610.865317215 -870.000000000 -0.923879533 -0.382683432 0.000000000 -90 1
3 72 4 1128.731927391 1128.731927391 -870.000000000 -0.707106781 -0.707106781 0.000000000 -90 1
3 73 4 610.865317215 1474.759333603 -870.000000000 -0.382683432 -0.923879533 0.000000000 -90 1
3 74 4 0.000000000 1596.268000000 -870.000000000 -0.000000000 -1.000000000 0.000000000 -90 1
3 75 4 -610.865317215 1474.759333603 -870.000000000 0.382683432 -0.923879533 0.000000000 -90 1
3 76 4 -1128.731927391 1128.731927391 -870.000000000 0.707106781 -0.707106781 0.000000000 -90 1
3 77 4 -1474.759333603 610.865317215 -870.000000000 0.923879533 -0.382683432 0.000000000 -90 1
3 78 4 -1596.268000000 0.000000000 -870.000000000 1.000000000 -0.000000000 0.000000000 -90 1
3 79 4 -1474.759333603 -610.865317215 -870.000000000 0.923879533 0.382683432 0.000000000 -90 1
3 80 4 -1128.731927391 -1128.731927391 -870.000000000 0.707106781 0.707106781 0.000000000 -90 1
3 81 4 -610.865317215 -1474.759333603 -870.000000000 0.382683432 0.923879533 0.000000000 -90 1
3 82 4 -0.000000000 -1596.268000000 -870.000000000 0.000000000 1.000000000 -0.000000000 -90 1
3 83 4 610.865317215 -1474.759333603 -870.000000000 -0.382683432 0.923879533 0.000000000 -90 1
3 84 4 1128.731927391 -1128.731927391 -870.000000000 -0.707106781 0.707106781 0.000000000 -90 1
3 85 4 1474.759333603 -610.865317215 -870.000000000 -0.923879533 0.382683432 0.000000000 -90 1
